date,nav_total,nav_zero_cost_fixed_trades,fee_today,cum_fee
2024-12-31,1000000.0,1000000.0,0.0,0.0
2025-01-02,998503.2386500001,1000000.0000000001,1496.7613499999998,1496.7613499999998
2025-01-03,975856.2021999999,977607.44,254.47645000000003,1751.2377999999997
2025-01-06,971098.3592649997,973191.4699999997,341.872935,2093.1107349999997
2025-01-07,987516.3133399999,989925.8199999998,316.39592500000003,2409.5066600000005
2025-01-08,984597.072855,987278.1900000001,271.61048500000004,2681.1171450000006
2025-01-09,980652.3174049999,983668.6899999998,335.25545,3016.3725950000003
2025-01-10,955850.29941,959246.23,379.55799499999995,3395.93059
2025-01-13,957758.3982299996,961521.1599999996,366.83118,3762.76177
2025-01-14,991369.235615,995516.31,384.31261500000005,4147.074384999999
2025-01-15,988316.3053649999,992854.95,391.57025000000004,4538.644634999999
2025-01-16,990281.8022799998,995179.8799999998,359.433085,4898.077719999998
2025-01-17,986921.78562,992144.14,324.27666,5222.354379999999
2025-01-20,995431.2138599999,1000984.2,330.63176,5552.986139999998
2025-01-21,984515.9069449999,990441.23,372.33691500000003,5925.323054999998
2025-01-22,974564.4182199999,980843.8499999999,354.108725,6279.431779999998
2025-01-23,982862.1974949997,989484.7299999997,343.100725,6622.5325049999965
2025-01-24,991125.26063,998103.0800000001,355.28686500000003,6977.8193699999965
2025-01-27,998943.28927,1006274.1699999999,353.06136,7330.880729999996
2025-02-05,1009608.995085,1017328.4099999999,388.534185,7719.414914999996
2025-02-06,1022052.21288,1030151.57,379.942205,8099.357119999995
2025-02-07,1033388.84505,1041852.41,364.20783000000006,8463.564949999993
2025-02-10,1052614.14727,1061430.81,353.09778000000006,8816.662729999991
2025-02-11,1050042.0226399999,1059227.89,369.20463000000007,9185.867359999993
2025-02-12,1052738.1671099996,1062313.6099999996,389.57553,9575.442889999995
2025-02-13,1052376.7971649999,1062329.68,377.439945,9952.882834999993
2025-02-14,1045314.8427599998,1055662.0999999999,394.374405,10347.257239999994
2025-02-17,1062020.0340049998,1072765.2799999998,397.98875499999997,10745.245994999992
2025-02-18,1052787.48064,1063921.31,388.583365,11133.829359999992
2025-02-19,1059653.56889,1071194.28,406.88175000000007,11540.71110999999
2025-02-20,1059638.3868100003,1071595.3500000003,416.25208000000003,11956.96318999999
2025-02-21,1052018.375945,1064385.28,409.9408649999999,12366.90405499999
2025-02-24,1056103.274565,1068865.1400000001,394.96137999999996,12761.865434999989
2025-02-25,1048799.6118349999,1061941.3699999999,379.89273,13141.75816499999
2025-02-26,1057558.1939250003,1071090.4300000002,390.47791,13532.23607499999
2025-02-27,1062940.173345,1076872.33,399.92058,13932.156654999992
2025-02-28,1053138.088595,1067447.05,376.80475000000007,14308.961404999991
2025-03-03,1052692.7353349999,1067380.2399999998,378.54326000000003,14687.504664999993
2025-03-04,1052695.5510350002,1067762.2000000002,379.14430000000004,15066.648964999993
2025-03-05,1055755.217355,1071207.4400000002,385.57368,15452.222644999993
2025-03-06,1059980.473365,1075808.3699999999,375.67399,15827.896634999994
2025-03-07,1055985.9987800003,1072182.3600000003,368.464585,16196.361219999995
2025-03-10,1056489.4488799996,1073108.5499999996,422.7399,16619.101119999992
2025-03-11,1059319.9790650003,1076354.8800000004,415.79981499999997,17034.900934999994
2025-03-12,1059185.8314750001,1076611.6300000001,390.89759,17425.798524999995
2025-03-13,1057034.576025,1074867.23,406.85545,17832.65397499999
2025-03-14,1069376.0469600002,1087621.2700000003,412.5690650000001,18245.223039999993
2025-03-17,1071979.8622350001,1090627.08,401.99472499999996,18647.217764999987
2025-03-18,1071242.139775,1090287.09,397.73245999999995,19044.95022499999
2025-03-19,1071419.9244850003,1090862.5400000003,397.66529,19442.615514999983
2025-03-20,1069882.099945,1089703.0899999999,378.3745400000001,19820.990054999987
2025-03-21,1063394.61167,1083598.68,383.07827499999996,20204.068329999987
2025-03-24,1049002.972515,1069592.45,385.409155,20589.477484999985
2025-03-25,1052317.177505,1073291.36,384.70501,20974.182494999986
2025-03-26,1060137.4724,1081514.4300000002,402.77510499999994,21376.957599999987
2025-03-27,1054407.8742900002,1076182.59,397.75811,21774.71570999998
2025-03-28,1044980.07373,1067141.48,386.69056,22161.40626999998
2025-03-31,1035960.2491649998,1058499.5999999999,377.944565,22539.35083499998
2025-04-01,1046481.63796,1069418.1199999999,397.13120499999997,22936.482039999973
2025-04-02,1048284.10861,1071616.45,395.85935,23332.34138999998
2025-04-03,1050017.29856,1073722.91,373.27005,23705.61143999998
2025-04-07,958466.1581750001,982545.7300000001,373.9603850000001,24079.57182499998
2025-04-08,968994.5456749996,993438.0199999996,363.9024999999999,24443.474324999985
2025-04-09,988664.8595999999,1013477.7899999998,369.45607499999994,24812.93039999999
2025-04-10,1012008.67642,1037180.35,358.74318,25171.673579999995
2025-04-11,1014755.5327699998,1040294.6799999998,367.47364999999996,25539.147230000002
2025-04-14,1039885.6337500003,1065848.2500000002,423.46902000000006,25962.61625
2025-04-15,1044416.241365,1070776.4,397.542385,26360.158635
2025-04-16,1030419.9324449998,1057150.4299999997,370.3389200000001,26730.497555
2025-04-17,1036510.3226750001,1063618.8800000001,378.05977,27108.557325
2025-04-18,1034075.3033649998,1061570.8699999999,387.00931,27495.566635000003
2025-04-21,1045440.3932649998,1073293.39,357.43010000000004,27852.996735
2025-04-22,1045193.507365,1073419.68,373.17589999999996,28226.172635000006
2025-04-23,1052329.4989349998,1080936.39,380.71843,28606.891065000003
2025-04-24,1045173.3409149998,1074149.7099999997,369.47802,28976.369085000006
2025-04-25,1045422.7394950001,1074775.8,376.69142,29353.060505000005
2025-04-28,1036258.6260350001,1065999.1500000001,387.46346000000005,29740.523965000004
2025-04-29,1043160.3568749998,1073244.4899999998,343.60916,30084.133125
2025-04-30,1048028.1409249998,1078509.9899999998,397.71594999999996,30481.849075000006
2025-05-06,1065364.118865,1096231.6500000001,385.68206000000004,30867.531135000005
2025-05-07,1076629.7070149998,1107860.7799999998,363.54185,31231.072985000003
2025-05-08,1092248.3559249998,1123838.2099999997,358.78109,31589.854075
2025-05-09,1087351.17717,1119336.9100000001,395.878755,31985.732829999997
2025-05-12,1102488.5216549998,1134867.3399999999,393.0855150000001,32378.818345
2025-05-13,1101828.39868,1134593.77,386.552975,32765.37132
2025-05-14,1103602.367315,1136756.18,388.44136499999996,33153.812685000004
2025-05-15,1109884.0636399998,1143409.88,372.003675,33525.816360000004
2025-05-16,1105469.1702400001,1139357.1,362.11340000000007,33887.929760000006
2025-05-19,1123335.9250699999,1157619.0899999999,395.23517000000004,34283.16493
2025-05-20,1136909.94746,1171589.6199999999,396.50761,34679.672539999985
2025-05-21,1143938.0559299998,1179034.5099999998,416.78153,35096.45406999997
2025-05-22,1136205.30538,1171723.26,421.50055,35517.95461999995
2025-05-23,1121832.90076,1157699.94,349.08462000000003,35867.03923999995
2025-05-26,1128581.317475,1164766.22,317.863285,36184.902524999954
2025-05-27,1137391.965735,1173925.6500000001,348.78174,36533.68426499995
2025-05-28,1137450.3661149999,1174329.91,345.85961999999995,36879.543884999955
2025-05-29,1147934.9792499999,1185142.14,327.616865,37207.16074999995
2025-05-30,1141541.436625,1179053.8800000001,305.28262500000005,37512.443374999944
2025-06-03,1147050.2543649997,1184890.8399999996,328.14226,37840.585634999945
2025-06-04,1155735.1127899997,1193930.6799999997,354.981575,38195.56720999995
2025-06-05,1152018.6132299998,1190571.4999999998,357.31956,38552.88676999995
2025-06-06,1159648.4543499998,1198555.1499999997,353.80888,38906.69564999995
2025-06-09,1164479.316105,1203731.78,345.768245,39252.46389499996
2025-06-10,1161568.4884549999,1201179.6199999999,358.66765000000004,39611.13154499996
2025-06-11,1165026.2200149999,1204980.66,343.30844,39954.43998499996
2025-06-12,1163676.30855,1203979.63,348.881465,40303.32144999997
2025-06-13,1153519.7481799999,1194157.93,334.86037,40638.18181999996
2025-06-16,1160869.8129849997,1201829.0999999996,321.10519500000004,40959.28701499997
2025-06-17,1159844.074555,1201118.01,314.64842999999996,41273.935444999974
2025-06-18,1154495.026035,1196106.2000000002,337.23851999999994,41611.17396499999
2025-06-19,1137032.38503,1178949.91,306.351005,41917.524969999984
2025-06-20,1134692.148595,1176931.39,321.716435,42239.241404999986
2025-06-23,1140968.4166150002,1183560.3900000001,352.73198,42591.97338499998
2025-06-24,1155786.7799399998,1198717.0099999998,338.25667500000003,42930.23005999999
2025-06-25,1161803.61519,1205081.35,347.50474999999994,43277.73480999998
2025-06-26,1163092.29793,1206692.2,322.16726000000006,43599.90206999998
2025-06-27,1161788.6734249997,1205720.5099999998,331.934505,43931.83657499999
2025-06-30,1169786.702475,1214055.54,337.00095,44268.83752499998
2025-07-01,1171952.493735,1216554.99,333.65874,44602.49626499998
2025-07-02,1180920.015735,1225812.24,289.72800000000007,44892.22426499999
2025-07-03,1181180.5443749998,1226342.91,270.14136,45162.365624999984
2025-07-04,1178571.693565,1223988.49,254.43081,45416.79643499998
2025-07-07,1182867.3056250003,1228539.9100000001,255.80794,45672.60437499997
2025-07-08,1187739.465475,1233671.06,258.99014999999997,45931.59452499997
2025-07-09,1188029.37741,1234199.13,238.158065,46169.752589999975
2025-07-10,1194930.4077,1241358.99,258.82971,46428.58229999997
2025-07-11,1192596.25403,1239305.71,280.87367000000006,46709.45596999997
2025-07-14,1201710.951235,1248687.94,267.532795,46976.98876499998
2025-07-15,1192545.9790449997,1239807.1399999997,284.17219,47261.16095499997
2025-07-16,1192108.109665,1239637.84,268.56938,47529.73033499997
2025-07-17,1190740.226795,1238517.98,248.02286999999998,47777.75320499997
2025-07-18,1198360.52364,1246390.79,252.51315499999998,48030.26635999997
2025-07-21,1216965.135605,1265265.72,270.31803500000007,48300.584394999976
2025-07-22,1235194.6336049996,1283793.5999999996,298.382,48598.96639499999
2025-07-23,1233132.8739850002,1282027.32,295.47962,48894.44601499999
2025-07-24,1238848.51436,1288032.8199999998,289.859625,49184.305639999984
2025-07-25,1236615.3408,1286126.5499999998,326.90356,49511.20919999998
2025-07-28,1237917.3702949998,1287759.5499999998,330.970505,49842.17970499999
2025-07-29,1232637.3180799999,1282758.2699999998,278.772215,50120.951919999985
2025-07-30,1238065.36808,1288466.0799999998,279.76,50400.71191999999
2025-07-31,1222400.38748,1273082.04,280.9406,50681.65251999999
2025-08-01,1223831.2904799997,1274790.3799999997,277.437,50959.08951999999
2025-08-04,1228488.8209799996,1279743.7199999995,295.8095,51254.89902
2025-08-05,1238056.040855,1289550.49,239.550125,51494.44914499999
2025-08-06,1237708.2513799998,1289438.6799999997,235.97947499999998,51730.42861999999
2025-08-07,1236719.4719449999,1288729.71,279.80943500000006,52010.23805499999
2025-08-08,1239116.1662150002,1291343.4700000002,217.06572999999997,52227.30378499999
2025-08-11,1239035.0962349996,1291490.6299999997,228.22998,52455.533764999986
2025-08-12,1241886.1975449997,1294653.5299999996,311.79869,52767.33245499998
2025-08-13,1238028.346795,1291126.49,330.81075000000004,53098.14320499998
2025-08-14,1232808.355615,1286156.67,250.17118000000002,53348.31438499998
2025-08-15,1231992.0109,1285638.01,297.684715,53645.999099999986
2025-08-18,1235213.182625,1289226.5399999998,367.358275,54013.357374999985
2025-08-19,1236441.0698449998,1290804.89,350.46278,54363.820154999994
2025-08-20,1245298.938,1300027.54,364.78184500000003,54728.60199999999
2025-08-21,1255367.40164,1310449.98,353.97636000000006,55082.57836
2025-08-22,1254458.08669,1309917.47,376.80495,55459.38331
2025-08-25,1267722.25539,1323598.1300000001,416.4913,55875.87460999999
2025-08-26,1268170.8563899999,1324450.3599999999,403.629,56279.50360999999
2025-08-27,1238211.4349399998,1294873.2499999998,382.3114499999999,56661.81505999999
2025-08-28,1237176.551155,1294202.14,363.77378500000003,57025.588845000006
2025-08-29,1232797.2095599996,1290184.3899999997,361.591595,57387.18044
2025-09-01,1236060.33461,1293814.5,366.98495,57754.16539
2025-09-02,1237444.6935549998,1295554.8599999999,356.00105499999995,58110.16644500001
2025-09-03,1223357.145055,1281830.48,363.1685,58473.33494500001
2025-09-04,1225139.9755300002,1283967.36,354.0495250000001,58827.384470000005
2025-09-05,1228777.6610299998,1287983.8599999999,378.8145,59206.198970000005
2025-09-08,1242604.37403,1302183.81,373.237,59579.435970000006
2025-09-09,1239431.799975,1299364.53,353.294055,59932.730025
2025-09-10,1239167.46392,1299466.68,366.48605499999996,60299.21608
2025-09-11,1244310.8106949998,1304965.5599999998,355.53322499999996,60654.74930499999
2025-09-12,1238543.5879699998,1299531.2899999998,332.95272500000004,60987.702029999986
2025-09-15,1237809.197115,1299161.85,364.95085500000005,61352.65288499999
2025-09-16,1245252.1320449999,1306969.2999999998,364.51507,61717.16795499998
2025-09-17,1248560.4882099996,1310688.3899999997,410.73383500000006,62127.90178999998
2025-09-18,1226810.02905,1289325.74,387.80915999999996,62515.71094999998
2025-09-19,1223413.517205,1286312.67,383.441845,62899.15279499997
2025-09-22,1217589.4179249997,1280884.0099999998,395.43928,63294.59207499998
2025-09-23,1215688.698075,1279413.17,429.87985000000003,63724.471924999976
2025-09-24,1220740.6651749997,1284899.0299999998,433.89290000000005,64158.36482499998
2025-09-25,1214535.7942249998,1279143.43,449.27095,64607.63577499998
2025-09-26,1216443.4501449997,1281498.6799999997,447.59407999999996,65055.22985499998
2025-09-29,1218107.017645,1283604.58,442.33250000000004,65497.56235499999
2025-09-30,1214225.5476349997,1280164.1099999996,441.00001000000003,65938.56236499999
2025-10-09,1219563.06451,1285962.47,460.843125,66399.40548999999
2025-10-10,1219773.446785,1286614.3699999999,441.51772500000004,66840.923215
2025-10-13,1218539.5112849998,1285817.3199999998,436.8855000000001,67277.808715
2025-10-14,1221988.783995,1289701.0999999999,434.5072899999999,67712.316005
2025-10-15,1239058.1398449999,1307225.8299999998,455.37415000000004,68167.690155
2025-10-16,1240990.6321449997,1309602.8599999996,444.5377,68612.227855
2025-10-17,1231540.5950449998,1300604.18,451.35709999999995,69063.58495499998
2025-10-20,1250218.2399849999,1319755.8199999998,473.9950600000001,69537.58001499998
2025-10-21,1267579.847485,1337588.37,470.94249999999994,70008.52251499998
2025-10-22,1273605.883275,1344073.0799999998,458.67421,70467.19672499996
2025-10-23,1284766.5429749996,1355714.8699999996,481.1302999999999,70948.32702499995
2025-10-24,1283824.6146749998,1355265.3499999999,492.4083,71440.73532499994
2025-10-27,1289831.19659,1361755.92,483.98808499999996,71924.72340999993
2025-10-28,1289786.1948899997,1362191.5699999996,480.6516999999999,72405.37510999992
2025-10-29,1290098.2785049998,1362967.0299999998,463.37638500000014,72868.75149499992
2025-10-30,1286625.3479549997,1359975.8899999997,481.79054999999994,73350.54204499991
2025-10-31,1290647.4334249997,1364486.1899999995,488.2145300000001,73838.75657499989
2025-11-03,1310604.357475,1384930.6199999999,487.50595000000004,74326.26252499988
2025-11-04,1313518.596025,1388339.8,494.94145,74821.2039749999
2025-11-05,1316520.871025,1391821.89,479.81499999999994,75301.01897499988
2025-11-06,1316577.6232,1392352.92,474.277825,75775.29679999987
2025-11-07,1317225.4030349997,1393431.4599999995,430.7601650000001,76206.05696499988
2025-11-10,1327499.4140349997,1404150.6599999995,445.18899999999996,76651.24596499988
2025-11-11,1331464.9155349997,1408633.1099999996,516.9485,77168.19446499988
2025-11-12,1330638.328035,1408304.0999999999,497.57750000000004,77665.77196499988
2025-11-13,1336415.8051849997,1414574.8899999997,493.31284999999997,78159.08481499985
2025-11-14,1339810.6225599998,1418478.2099999997,508.5026250000001,78667.58743999984
2025-11-17,1336470.4620599998,1415641.4499999997,503.4005,79170.98793999986
2025-11-18,1325877.77956,1405536.4099999997,487.64250000000004,79658.63043999986
2025-11-19,1323140.7648099998,1403277.0199999998,477.62474999999995,80136.25518999987
2025-11-20,1324939.6518049997,1405558.0199999996,482.113005,80618.36819499987
2025-11-21,1301817.8951249998,1382911.9999999998,475.7366799999999,81094.10487499989
2025-11-24,1309457.0465749998,1391045.8999999997,494.74855,81588.85342499986
2025-11-25,1319233.7308249997,1401350.0499999996,527.46575,82116.31917499987
2025-11-26,1310107.700725,1392687.0699999998,463.0501,82579.36927499987
2025-11-27,1315773.4477249999,1398792.0699999998,439.253,83018.62227499989
2025-11-28,1321627.5102249999,1405102.0699999998,455.9375,83474.55977499989
2025-12-01,1326060.6762249998,1410027.0699999998,491.834,83966.39377499989
2025-12-02,1323052.1207249998,1407512.0699999998,493.5555,84459.9492749999
2025-12-03,1316581.6932249998,1401523.0699999998,481.42750000000007,84941.37677499991
2025-12-04,1307614.6279949998,1393024.0699999996,468.06523000000004,85409.44200499993
2025-12-05,1316924.8408949997,1402812.1699999997,477.88710000000003,85887.32910499994
2025-12-08,1318247.7319049998,1404609.5699999998,474.50899,86361.83809499993
2025-12-09,1315292.9571049998,1402126.5999999996,471.8048,86833.64289499992
2025-12-10,1306698.5766049996,1393994.9399999995,462.7205,87296.36339499993
2025-12-11,1294409.3283049995,1384663.6699999995,2957.9783,90254.34169499991
2025-12-12,1294409.3283049995,1384663.6699999995,0.0,90254.34169499991
2025-12-15,1294409.3283049995,1384663.6699999995,0.0,90254.34169499991
