date,nav_total,nav_zero_cost_fixed_trades,fee_today,cum_fee
2024-12-31,1000000.0,1000000.0,0.0,0.0
2025-01-02,998503.2386500001,1000000.0000000001,1496.7613499999998,1496.7613499999998
2025-01-03,975856.2231999999,977607.44,254.45545,1751.2168
2025-01-06,971093.3802649998,973186.4699999999,341.872935,2093.089735
2025-01-07,987473.3367649999,989931.82,365.3935000000001,2458.483235000001
2025-01-08,984524.0214600002,987333.1100000002,350.605305,2809.0885400000016
2025-01-09,980814.968685,983989.39,365.33277499999997,3174.4213150000014
2025-01-10,953730.369735,957244.9099999999,340.1189499999999,3514.540265000002
2025-01-13,957149.070635,961008.91,345.2991,3859.839365000002
2025-01-14,993956.346775,998226.14,409.95386,4269.793225000002
2025-01-15,990627.5867000001,995289.9900000001,392.61007500000005,4662.403300000002
2025-01-16,993249.1164550001,998242.4000000001,330.88024500000006,4993.283545
2025-01-17,991062.307335,996362.59,306.99912,5300.282665000001
2025-01-20,1000218.51104,1005875.39,356.596295,5656.87896
2025-01-21,989219.8559299997,995289.5599999997,412.8251099999999,6069.704070000001
2025-01-22,979967.3585900001,986421.66,384.59734000000003,6454.301410000001
2025-01-23,988571.0432149998,995325.7799999998,300.435375,6754.736785000001
2025-01-24,997212.8786349997,1004330.0099999998,362.3945799999999,7117.131365000003
2025-01-27,1004703.8235350001,1012195.18,374.2251,7491.3564650000035
2025-02-05,1016173.9123900001,1024076.0800000001,410.81114499999995,7902.167610000003
2025-02-06,1029156.3883099997,1037401.2099999997,342.6540800000001,8244.821690000002
2025-02-07,1040790.552965,1049389.24,353.86534500000005,8598.687035000004
2025-02-10,1060594.077805,1069586.93,394.16516,8992.852195000005
2025-02-11,1057925.935745,1067328.13,409.34206,9402.194255000004
2025-02-12,1060656.03404,1070454.73,396.50170499999996,9798.695960000003
2025-02-13,1061097.09077,1071306.66,410.87327,10209.569230000006
2025-02-14,1055227.14443,1065858.6800000002,421.96634000000006,10631.535570000005
2025-02-17,1073141.6426199998,1084189.5399999998,416.36181,11047.897380000008
2025-02-18,1062650.312885,1074103.3499999999,405.1397350000001,11453.037115000005
2025-02-19,1070330.881845,1082209.74,425.82104000000004,11878.858155000004
2025-02-20,1071569.505245,1083860.3199999998,411.95660000000004,12290.814755000005
2025-02-21,1063741.329965,1076437.23,405.08528,12695.900035000006
2025-02-24,1068325.9361649998,1081417.46,395.62379999999996,13091.523835000005
2025-02-25,1060247.6817450002,1073731.1900000002,391.98441999999994,13483.508255000006
2025-02-26,1067938.5249299998,1081771.91,349.876815,13833.385070000008
2025-02-27,1072507.6511499998,1086716.2099999997,375.17378,14208.558850000005
2025-02-28,1063556.1711749998,1078196.7599999998,432.0299749999999,14640.588825000004
2025-03-03,1065001.3884450002,1080080.0000000002,438.02273,15078.611555000005
2025-03-04,1066130.9685900002,1081632.37,422.789855,15501.401410000002
2025-03-05,1069397.7152350002,1085301.4600000002,402.34335500000003,15903.744765000003
2025-03-06,1072539.6733950002,1088853.5500000003,410.13184,16313.876605000005
2025-03-07,1068935.926145,1085631.95,382.14725000000004,16696.023855000007
2025-03-10,1068774.75194,1085856.6800000002,385.904205,17081.928060000006
2025-03-11,1071763.7506999997,1089232.6299999997,386.95124,17468.8793
2025-03-12,1070667.6686150003,1088546.2900000003,409.74208500000003,17878.621384999995
2025-03-13,1067827.86013,1086129.91,423.428485,18302.049869999995
2025-03-14,1080733.65284,1099455.1900000002,419.48729000000003,18721.537159999996
2025-03-17,1083500.41722,1102629.3699999999,407.41562,19128.952779999996
2025-03-18,1083230.13105,1102791.42,432.3361699999999,19561.28895
2025-03-19,1083903.0185200002,1103864.0200000003,399.71253,19961.00148
2025-03-20,1083125.135795,1103459.48,373.342725,20334.344205
2025-03-21,1076337.55895,1097067.51,395.606845,20729.95105
2025-03-24,1061411.2466699998,1082541.6499999997,400.45228000000003,21130.403329999997
2025-03-25,1064694.4030550001,1086217.26,392.45361499999996,21522.856945000003
2025-03-26,1072948.4955000002,1094878.0200000003,406.667555,21929.5245
2025-03-27,1066429.4183750001,1088765.0100000002,406.06712500000003,22335.591625
2025-03-28,1057074.48975,1079793.44,383.358625,22718.95025
2025-03-31,1047160.800025,1070259.19,379.439725,23098.389975000002
2025-04-01,1057948.515395,1081439.4700000002,392.56462999999997,23490.954605
2025-04-02,1059403.6712449999,1083292.44,397.81415000000004,23888.768755
2025-04-03,1061165.04385,1085422.9,369.08739499999996,24257.856150000003
2025-04-07,967004.1455400002,991630.6600000001,368.65831000000003,24626.514460000002
2025-04-08,977549.7791599999,1002548.0599999999,371.7663799999999,24998.28084
2025-04-09,997859.0028349999,1023235.9099999999,378.62632499999995,25376.907164999997
2025-04-10,1021474.734195,1047210.99,359.34864,25736.255805
2025-04-11,1024224.437445,1050330.73,370.03675000000004,26106.292555000004
2025-04-14,1048120.4132599998,1074643.3299999998,416.624185,26522.916740000004
2025-04-15,1054095.4689500001,1081027.06,408.67431,26931.591050000003
2025-04-16,1040668.7394349999,1067986.5099999998,386.179515,27317.770565000003
2025-04-17,1047910.6097050001,1075613.86,385.47973000000013,27703.250295
2025-04-18,1046090.6762249998,1074185.66,391.73348000000004,28094.983774999997
2025-04-21,1058628.8742599997,1087114.3799999997,390.521965,28485.505739999993
2025-04-22,1060281.27201,1089096.98,330.20225,28815.707989999995
2025-04-23,1067768.04541,1096978.04,394.2866,29209.994589999995
2025-04-24,1059428.74553,1089047.21,408.46988,29618.46446999999
2025-04-25,1060822.273325,1090835.74,395.002205,30013.466674999992
2025-04-28,1050972.0900400002,1081379.0000000002,393.443285,30406.909959999997
2025-04-29,1058487.7813650002,1089172.7900000003,278.098675,30685.008635
2025-04-30,1062627.14891,1093656.23,344.072455,31029.08109
2025-05-06,1079716.5760400002,1111146.3200000003,400.66286999999994,31429.743959999996
2025-05-07,1091362.881535,1123179.79,387.164505,31816.908464999993
2025-05-08,1106967.2679300003,1139162.5700000003,378.393605,32195.302069999998
2025-05-09,1102684.4811200004,1135293.4900000005,413.70681,32609.00888
2025-05-12,1118789.9967450001,1151795.1900000002,396.18437500000005,33005.193255
2025-05-13,1115437.378315,1148811.99,369.41843,33374.611684999996
2025-05-14,1117873.45962,1151648.56,400.488695,33775.100379999996
2025-05-15,1124158.438895,1158340.5799999998,407.04072499999995,34182.14110499999
2025-05-16,1118846.909475,1153436.6800000002,407.6294200000001,34589.770524999985
2025-05-19,1137163.256795,1172160.27,407.24268,34997.013204999974
2025-05-20,1149772.250165,1185169.81,400.54663,35397.55983499997
2025-05-21,1157828.0424600001,1193643.62,418.017705,35815.57753999996
2025-05-22,1150301.006635,1186544.26,427.67582500000003,36243.25336499995
2025-05-23,1135466.9901150002,1172069.07,358.82652,36602.07988499995
2025-05-26,1141255.7461050001,1178184.32,326.49401,36928.57389499995
2025-05-27,1150550.1365699999,1187837.1699999997,358.459535,37287.033429999945
2025-05-28,1151366.067925,1189004.55,351.44864499999994,37638.48207499995
2025-05-29,1161394.1415450003,1199363.58,330.95638,37969.43845499994
2025-05-30,1155373.725465,1193662.8399999999,319.67608,38289.114534999935
2025-06-03,1160507.80508,1199135.02,338.100385,38627.21491999994
2025-06-04,1169831.623505,1208815.74,356.90157500000004,38984.116494999944
2025-06-05,1165911.9027450003,1205265.2000000002,369.18076,39353.29725499993
2025-06-06,1173336.25461,1213058.8699999999,369.318135,39722.61538999993
2025-06-09,1178266.793255,1218360.95,371.54135499999995,40094.156744999935
2025-06-10,1175863.4725400005,1216306.3400000003,348.71071500000005,40442.867459999936
2025-06-11,1179470.0847550002,1220252.9700000002,340.01778500000006,40782.88524499994
2025-06-12,1177949.6987900003,1219075.2200000002,342.63596499999994,41125.52120999993
2025-06-13,1167264.72203,1208729.06,338.81676,41464.337969999935
2025-06-16,1174010.43055,1215820.3499999999,345.58148000000006,41809.919449999936
2025-06-17,1173064.5652750004,1215211.5400000003,337.055275,42146.97472499994
2025-06-18,1167539.794495,1210047.52,360.75078,42507.72550499995
2025-06-19,1150224.3848200003,1193078.1100000003,345.999675,42853.72517999995
2025-06-20,1147899.88038,1191092.71,339.10444,43192.82961999995
2025-06-23,1154029.5271500002,1197599.9300000002,377.57322999999997,43570.40284999995
2025-06-24,1154021.40195,1197964.6300000001,372.8252,43943.22804999995
2025-06-25,1160982.7714500001,1205288.6700000002,362.67049999999995,44305.89854999995
2025-06-26,1161954.6556900002,1206595.84,335.28576000000004,44641.18430999995
2025-06-27,1159366.80504,1204356.6099999999,348.62065,44989.80495999995
2025-06-30,1167414.9448400002,1212756.0400000003,351.2902,45341.095159999946
2025-07-01,1170025.4451899999,1215712.0499999998,345.50965,45686.604809999946
2025-07-02,1178941.9606899999,1224918.2899999998,289.7245,45976.32930999994
2025-07-03,1178985.3709850002,1225230.7400000002,269.039705,46245.369014999946
2025-07-04,1177154.4174849999,1223671.9699999997,272.18350000000004,46517.55251499994
2025-07-07,1180600.475525,1227372.5699999998,254.54196000000002,46772.09447499993
2025-07-08,1185393.6872900003,1232421.83,256.048235,47028.14270999992
2025-07-09,1185718.975275,1233019.92,272.80201500000004,47300.94472499992
2025-07-10,1193239.2265450002,1240817.2600000002,277.08873,47578.03345499992
2025-07-11,1190399.038725,1238254.19,277.11782000000005,47855.15127499992
2025-07-14,1199454.4806949997,1247569.0699999996,259.43803,48114.589304999914
2025-07-15,1190149.5489599996,1238542.9399999995,278.80173499999995,48393.39103999991
2025-07-16,1189110.723135,1237788.44,284.325825,48677.7168649999
2025-07-17,1187681.083875,1236596.23,237.42926,48915.14612499989
2025-07-18,1195353.267765,1244527.42,259.00611000000004,49174.15223499989
2025-07-21,1213467.3074949998,1262907.4299999997,265.97027,49440.12250499989
2025-07-22,1231165.9069949999,1280904.8799999997,298.8505,49738.9730049999
2025-07-23,1229595.640875,1279637.45,302.83612000000005,50041.8091249999
2025-07-24,1235121.0755,1285463.74,300.855375,50342.6644999999
2025-07-25,1233750.6740350001,1284403.72,310.38146500000005,50653.045964999896
2025-07-28,1234938.8714,1285910.08,318.162635,50971.2085999999
2025-07-29,1229547.208585,1280799.2499999998,280.832815,51252.041414999905
2025-07-30,1235291.4720850002,1286833.11,289.5965,51541.637914999905
2025-07-31,1220377.43046,1272220.66,301.591625,51843.22953999991
2025-08-01,1222079.5714599998,1274214.9199999997,292.119,52135.34853999992
2025-08-04,1226869.0629600002,1279305.5300000003,301.1184999999999,52436.46703999992
2025-08-05,1236746.9348350002,1289425.01,241.608125,52678.07516499992
2025-08-06,1236649.823535,1289543.7699999998,215.8713,52893.94646499992
2025-08-07,1235965.07889,1289099.28,240.25464499999998,53134.20110999992
2025-08-08,1238109.9044849998,1291466.0499999998,221.94440500000002,53356.145514999924
2025-08-11,1238710.10748,1292289.0999999999,222.84700500000002,53578.99251999993
2025-08-12,1241741.7733999998,1295568.4299999997,247.66408000000004,53826.65659999992
2025-08-13,1239105.0319049999,1293238.3699999999,306.681495,54133.33809499992
2025-08-14,1234982.7452250002,1289371.9200000002,255.83668,54389.17477499992
2025-08-15,1235071.3363,1289745.68,285.168925,54674.34369999992
2025-08-18,1240078.5223,1295120.13,367.264,55041.60769999992
2025-08-19,1242829.6733500003,1298303.9000000001,432.61895000000004,55474.226649999924
2025-08-20,1251916.0641200002,1307780.08,389.78923000000003,55864.015879999926
2025-08-21,1262596.66918,1318818.18,357.49494000000004,56221.51081999992
2025-08-22,1261669.85303,1318272.34,380.97615,56602.48696999993
2025-08-25,1274879.7905400002,1331908.4900000002,426.21249000000006,57028.69945999992
2025-08-26,1275525.7375400001,1332929.42,374.98300000000006,57403.68245999992
2025-08-27,1244813.32884,1302591.46,374.4487,57778.131159999924
2025-08-28,1243726.2969900002,1301888.6800000002,384.2518500000001,58162.383009999925
2025-08-29,1239253.988635,1297791.45,375.07835500000004,58537.461364999916
2025-09-01,1242724.2855800001,1301629.1700000002,367.42305500000003,58904.88441999991
2025-09-02,1244120.27175,1303380.3,355.14383,59260.02824999992
2025-09-03,1230125.46825,1289748.6099999999,363.1135,59623.14174999992
2025-09-04,1231871.1262250005,1291852.3000000003,358.03202500000003,59981.173774999916
2025-09-05,1235692.328225,1296051.96,378.4580000000001,60359.631774999914
2025-09-08,1249435.8852249999,1310167.7299999997,372.21299999999997,60731.84477499991
2025-09-09,1246516.7598150002,1307608.6500000001,360.04541,61091.8901849999
2025-09-10,1246060.658185,1307512.39,359.84163,61451.7318149999
2025-09-11,1250917.7965850001,1312735.36,365.8316,61817.563414999895
2025-09-12,1245837.3744350001,1308008.32,353.38215,62170.945564999885
2025-09-15,1245004.146335,1307540.4799999997,365.3881,62536.33366499988
2025-09-16,1252486.350335,1315395.81,373.126,62909.45966499988
2025-09-17,1255748.8549950002,1319081.4000000001,423.08534,63332.54500499988
2025-09-18,1233578.3919350002,1297307.6700000002,396.73305999999997,63729.278064999875
2025-09-19,1230041.9102950003,1294158.6800000002,387.49164,64116.76970499987
2025-09-22,1224185.570915,1288688.14,385.79938000000004,64502.56908499987
2025-09-23,1221979.9828650001,1286905.62,423.06804999999997,64925.63713499987
2025-09-24,1227055.8981650001,1292418.68,437.1447,65362.78183499987
2025-09-25,1220906.0342150002,1286726.1300000001,457.31395000000003,65820.09578499987
2025-09-26,1222757.3420000002,1289044.3,466.86221499999994,66286.95799999988
2025-09-29,1224547.7515,1291287.01,452.30050000000006,66739.25849999991
2025-09-30,1220721.8969899998,1287912.3599999996,451.20451,67190.4630099999
2025-10-09,1226377.43399,1294050.02,482.12300000000005,67672.58600999988
2025-10-10,1226548.6629900003,1294668.2500000002,447.00100000000003,68119.5870099999
2025-10-13,1225416.5979900002,1293931.57,395.38500000000005,68514.97200999991
2025-10-14,1230169.47713,1299106.14,421.69086,68936.66286999991
2025-10-15,1245366.0330300003,1314708.6400000001,405.94410000000005,69342.6069699999
2025-10-16,1247992.964505,1317748.43,412.858525,69755.46549499992
2025-10-17,1237634.827405,1307868.53,478.2371,70233.70259499991
2025-10-20,1256203.038715,1326938.17,501.42869,70735.13128499991
2025-10-21,1274488.258715,1345685.63,462.24,71197.37128499988
2025-10-22,1280178.85831,1351844.5899999999,468.36040500000007,71665.7316899999
2025-10-23,1291238.53911,1363400.4,496.12919999999997,72161.8608899999
2025-10-24,1290196.65981,1362850.29,491.7693,72653.63018999988
2025-10-27,1297076.9932250003,1370206.9400000002,476.3165849999999,73129.94677499986
2025-10-28,1297445.274525,1371055.21,479.98869999999994,73609.93547499986
2025-10-29,1294795.2658250001,1368863.64,458.43870000000015,74068.37417499986
2025-10-30,1292988.2697750002,1367503.61,446.96605000000005,74515.34022499985
2025-10-31,1295993.6029750002,1370985.73,476.7868000000001,74992.12702499986
2025-11-03,1316809.6561999999,1392286.6099999996,484.82677500000005,75476.95379999986
2025-11-04,1318869.8157000002,1394832.94,486.1705,75963.12429999986
2025-11-05,1320264.5497,1396703.64,475.96599999999995,76439.09029999984
2025-11-06,1318332.5502050002,1395248.86,477.21949500000005,76916.30979499983
2025-11-07,1317618.44304,1394982.44,447.687165,77363.99695999986
2025-11-10,1325978.8135400002,1403819.6,476.7895,77840.78645999989
2025-11-11,1328263.23554,1406615.0099999998,510.98799999999994,78351.77445999987
2025-11-12,1325431.8459400004,1404262.8500000003,479.22960000000006,78831.00405999988
2025-11-13,1331532.59159,1410853.64,490.04435,79321.04840999986
2025-11-14,1335696.493465,1415521.96,504.41812500000003,79825.46653499984
2025-11-17,1332706.710965,1413056.2,524.0225,80349.48903499985
2025-11-18,1320161.2764650004,1401004.1600000001,493.3945,80842.88353499986
2025-11-19,1314504.0184650002,1395796.77,449.86799999999994,81292.75153499987
2025-11-20,1314337.4634,1396105.2699999998,475.05506499999996,81767.80659999988
2025-11-21,1288204.9007200003,1370453.0100000002,480.30267999999995,82248.10927999989
2025-11-24,1298816.21067,1381556.91,492.59005,82740.69932999987
2025-11-25,1307102.78342,1390309.0599999998,465.57725,83206.27657999985
2025-11-26,1296774.53382,1380420.0799999998,439.2696,83645.54617999984
2025-11-27,1302433.27982,1386538.0799999998,459.254,84104.80017999985
2025-11-28,1308982.94282,1393558.0799999998,470.337,84575.13717999983
2025-12-01,1313098.57832,1398172.0799999998,498.3645,85073.50167999983
2025-12-02,1309642.46482,1395208.0799999998,492.11349999999993,85565.61517999982
2025-12-03,1303209.37082,1389253.0799999998,478.094,86043.70917999983
2025-12-04,1294114.71436,1380627.0799999998,468.65646000000004,86512.36563999983
2025-12-05,1304296.1557600002,1391281.49,472.9686,86985.33423999984
2025-12-08,1305925.05927,1393379.8499999999,469.45649000000003,87454.79072999982
2025-12-09,1303525.8796700002,1391456.8,476.1296,87930.9203299998
2025-12-10,1294790.0350199998,1383194.3099999996,473.35464999999994,88404.27497999983
2025-12-11,1282189.48672,1373463.0399999998,2869.2783,91273.5532799998
2025-12-12,1281161.75922,1372484.0399999996,48.7275,91322.2807799998
2025-12-15,1281161.75922,1372484.0399999996,0.0,91322.2807799998
